date,dogecoin_price,stonks
2015-10-14,0.000105442209495111,1
2015-10-15,0.0001030825005803195,-1
2015-10-16,0.0001047795316240969,1
2015-10-17,0.0001043289719199263,-1
2015-10-18,0.0001033062551931325,-1
2015-10-19,0.0001032408571667685,-1
2015-10-20,0.0001029556368212522,-1
2015-10-21,0.0001031019233779005,1
2015-10-22,0.0001025797872010206,-1
2015-10-23,0.0001046529149846988,1
2015-10-24,0.0001034445012134378,-1
2015-10-25,0.0001041069593277587,1
2015-10-26,0.0001022675486706244,-1
2015-10-27,0.0001035738393046271,1
2015-10-28,0.0001062207029922225,1
2015-10-29,0.0001105240314441265,1
2015-10-30,0.000119894483799174,1
2015-10-31,0.0001253540520148334,1
2015-11-01,0.0001167697822525762,-1
2015-11-02,0.0001213828510636032,1
2015-11-03,0.0001246233843359706,1
2015-11-04,0.0001329349333474942,1
2015-11-05,0.0001227727168161752,-1
2015-11-06,0.0001266386021156139,1
2015-11-07,0.0001283746904309303,1
2015-11-08,0.0001311182123894884,1
2015-11-09,0.0001233488465433324,-1
2015-11-10,0.0001239386160583075,1
2015-11-11,0.0001123479518524785,-1
2015-11-12,0.0001133949495241583,1
2015-11-13,0.000120727692562423,1
2015-11-14,0.000123254833553893,1
2015-11-15,0.0001206163251600003,-1
2015-11-16,0.0001168031422947514,-1
2015-11-17,0.0001221549657844287,1
2015-11-18,0.0001243000269299971,1
2015-11-19,0.0001260774985456882,1
2015-11-20,0.0001216629316408417,-1
2015-11-21,0.0001202073287303423,-1
2015-11-22,0.0001230032109158228,1
2015-11-23,0.000118971563911713,-1
2015-11-24,0.0001213065196349524,1
2015-11-25,0.0001204604417438862,-1
2015-11-26,0.0001261683227846309,1
2015-11-27,0.000126157967643421,-1
2015-11-28,0.0001267006198580531,1
2015-11-29,0.000124321719353201,-1
2015-11-30,0.0001257154924068739,1
2015-12-01,0.0001224754489982615,-1
2015-12-02,0.0001195850032815876,-1
2015-12-03,0.0001215944568176675,1
2015-12-04,0.000116222029144572,-1
2015-12-05,0.0001186433263621712,1
2015-12-06,0.0001209569412334583,1
2015-12-07,0.0001178815472286623,-1
2015-12-08,0.0001182846099558043,1
2015-12-09,0.0001331195085762231,1
2015-12-10,0.0001353547456911587,1
2015-12-11,0.0001319743074029883,-1
2015-12-12,0.0001434219562439171,1
2015-12-13,0.0001407921463869733,-1
2015-12-14,0.0001389989649104081,-1
2015-12-15,0.0001378632451733357,-1
2015-12-16,0.0001470145856454943,1
2015-12-17,0.0001482696335069929,1
2015-12-18,0.0001458899178892514,-1
2015-12-19,0.0001477230704954215,1
2015-12-20,0.0001486197827892497,1
2015-12-21,0.0001397762753961927,-1
