date,bitcoin_price,stonks
2015-12-24,442.839,1
2015-12-25,454.848,1
2015-12-26,455.312,1
2015-12-27,417.216,-1
2015-12-28,422.523,1
2015-12-29,421.265,-1
2015-12-30,432.618,1
2015-12-31,426.145,-1
2016-01-01,430.05,1
2016-01-02,434.463,1
2016-01-03,433.586,-1
2016-01-04,430.361,-1
2016-01-05,433.493,1
2016-01-06,432.253,-1
2016-01-07,429.464,-1
2016-01-08,458.28,1
2016-01-09,453.37,-1
2016-01-10,449.143,-1
2016-01-11,448.964,-1
2016-01-12,448.385,-1
2016-01-13,432.884,-1
2016-01-14,432.04,-1
2016-01-15,429.729,-1
2016-01-16,358.766,-1
2016-01-17,387.665,1
2016-01-18,380.208,-1
2016-01-19,385.844,1
2016-01-20,377.745,-1
2016-01-21,418.742,1
2016-01-22,409.945,-1
2016-01-23,381.761,-1
2016-01-24,386.191,1
2016-01-25,402.61,1
2016-01-26,390.663,-1
2016-01-27,391.43,1
2016-01-28,394.629,1
2016-01-29,379.384,-1
2016-01-30,378.2,-1
2016-01-31,376.937,-1
2016-02-01,367.135,-1
2016-02-02,371.248,1
2016-02-03,372.877,1
2016-02-04,368.933,-1
2016-02-05,388.612,1
2016-02-06,385.338,-1
2016-02-07,375.405,-1
2016-02-08,375.284,-1
2016-02-09,371.101,-1
2016-02-10,373.321,1
2016-02-11,379.96,1
2016-02-12,377.72,-1
2016-02-13,383.126,1
2016-02-14,392.182,1
2016-02-15,406.738,1
2016-02-16,399.485,-1
2016-02-17,407.361,1
2016-02-18,415.561,1
2016-02-19,421.637,1
2016-02-20,420.334,-1
2016-02-21,436.517,1
2016-02-22,438.985,1
2016-02-23,438.072,-1
2016-02-24,419.981,-1
2016-02-25,424.362,1
2016-02-26,423.517,-1
2016-02-27,432.064,1
2016-02-28,432.138,1
2016-02-29,432.64,1
2016-03-01,436.608,1
2016-03-02,433.637,-1
2016-03-03,421.598,-1
2016-03-04,419.466,-1
2016-03-05,407.982,-1
2016-03-06,397.833,-1
2016-03-07,404.55,1
2016-03-08,412.982,1
2016-03-09,411.758,-1
2016-03-10,412.618,1
2016-03-11,416.16,1
2016-03-12,419.887,1
2016-03-13,410.132,-1
2016-03-14,412.291,1
2016-03-15,415.091,1
2016-03-16,415.383,1
2016-03-17,416.253,1
2016-03-18,418.452,1
2016-03-19,408.036,-1
2016-03-20,408.52,1
2016-03-21,410.751,1
2016-03-22,411.423,1
2016-03-23,416.926,1
2016-03-24,417.386,1
2016-03-25,414.341,-1
2016-03-26,415.687,1
2016-03-27,416.73,1
2016-03-28,425.378,1
2016-03-29,422.756,-1
2016-03-30,415.553,-1
2016-03-31,412.69,-1
2016-04-01,415.161,1
2016-04-02,417.009,1
2016-04-03,419.686,1
2016-04-04,419.385,-1
2016-04-05,419.416,1
2016-04-06,422.653,1
2016-04-07,421.7,-1
2016-04-08,421.204,-1
2016-04-09,418.089,-1
2016-04-10,418.419,1
2016-04-11,421.111,1
2016-04-12,422.99,1
2016-04-13,425.99,1
2016-04-14,424.401,-1
2016-04-15,425.106,1
2016-04-16,429.98,1
2016-04-17,430.837,1
2016-04-18,427.862,-1
2016-04-19,429.054,1
2016-04-20,436.105,1
2016-04-21,442.156,1
2016-04-22,451.102,1
2016-04-23,447.636,-1
2016-04-24,452.584,1
2016-04-25,460.327,1
2016-04-26,462.51,1
2016-04-27,467.803,1
2016-04-28,445.012,-1
2016-04-29,449.856,1
2016-04-30,456.35,1
2016-05-01,449.333,-1
2016-05-02,453.042,1
2016-05-03,444.513,-1
2016-05-04,450.274,1
2016-05-05,446.962,-1
2016-05-06,448.527,1
2016-05-07,460.374,1
2016-05-08,459.465,-1
2016-05-09,459.437,-1
2016-05-10,461.491,1
2016-05-11,450.987,-1
2016-05-12,452.113,1
2016-05-13,454.818,1
2016-05-14,455.735,1
2016-05-15,455.753,1
2016-05-16,457.848,1
2016-05-17,453.41,-1
2016-05-18,452.746,-1
2016-05-19,453.378,1
2016-05-20,436.729,-1
2016-05-21,442.953,1
2016-05-22,443.135,1
2016-05-23,438.773,-1
2016-05-24,443.734,1
2016-05-25,445.13,1
2016-05-26,449.234,1
2016-05-27,453.819,1
2016-05-28,473.467,1
2016-05-29,525.433,1
2016-05-30,524.083,-1
2016-05-31,532.586,1
2016-06-01,531.797,-1
2016-06-02,536.424,1
2016-06-03,538.145,1
2016-06-04,570.471,1
2016-06-05,573.45,1
2016-06-06,574.106,1
2016-06-07,585.531,1
2016-06-08,577.856,-1
2016-06-09,583.105,1
2016-06-10,576.454,-1
2016-06-11,579.131,1
2016-06-12,611.777,1
2016-06-13,675.343,1
2016-06-14,705.619,1
2016-06-15,685.989,-1
2016-06-16,696.323,1
2016-06-17,768.242,1
2016-06-18,747.554,-1
2016-06-19,755.684,1
2016-06-20,764.045,1
2016-06-21,727.949,-1
2016-06-22,665.876,-1
2016-06-23,602.887,-1
2016-06-24,625.495,1
2016-06-25,665.162,1
2016-06-26,665.329,1
2016-06-27,630.246,-1
2016-06-28,658.399,1
2016-06-29,646.304,-1
2016-06-30,639.082,-1
2016-07-01,672.485,1
2016-07-02,676.523,1
2016-07-03,703.686,1
2016-07-04,659.688,-1
2016-07-05,681.63,1
2016-07-06,668.092,-1
2016-07-07,676.113,1
2016-07-08,639.761,-1
2016-07-09,664.743,1
2016-07-10,650.627,-1
2016-07-11,649.962,-1
2016-07-12,649.027,-1
2016-07-13,664.839,1
2016-07-14,653.934,-1
2016-07-15,659.636,1
2016-07-16,664.876,1
2016-07-17,663.541,-1
2016-07-18,679.051,1
2016-07-19,673.594,-1
2016-07-20,673.843,1
2016-07-21,666.18,-1
2016-07-22,665.099,-1
2016-07-23,650.822,-1
2016-07-24,654.862,1
2016-07-25,661.05,1
2016-07-26,655.135,-1
2016-07-27,651.077,-1
2016-07-28,655.442,1
2016-07-29,655.627,1
2016-07-30,656.669,1
2016-07-31,654.976,-1
2016-08-01,625.881,-1
2016-08-02,607.374,-1
2016-08-03,552.821,-1
2016-08-04,565.2638,1
2016-08-05,578.3213,1
2016-08-06,574.9563,-1
2016-08-07,588.4225,1
2016-08-08,592.78,1
2016-08-09,590.6225,-1
2016-08-10,584.7588,-1
2016-08-11,592.8925,1
2016-08-12,586.525,-1
2016-08-13,586.0263,-1
2016-08-14,585.0813,-1
2016-08-15,571.4438,-1
2016-08-16,567.2025,-1
2016-08-17,576.2488,1
2016-08-18,571.745,-1
2016-08-19,572.5025,1
2016-08-20,573.6638,1
2016-08-21,580.7025,1
2016-08-22,580.69,-1
2016-08-23,584.7325,1
2016-08-24,581.2813,-1
2016-08-25,577.995,-1
2016-08-26,575.7338,-1
2016-08-27,578.1563,1
2016-08-28,568.6663,-1
2016-08-29,573.555,1
2016-08-30,572.3613,-1
2016-08-31,575.9988,1
2016-09-01,572.3338,-1
2016-09-02,571.6938,-1
2016-09-03,574.1475,1
2016-09-04,598.3838,1
2016-09-05,608.9175,1
2016-09-06,606.0275,-1
2016-09-07,611.07,1
2016-09-08,614.7875,1
2016-09-09,624.9488,1
2016-09-10,621.7963,-1
2016-09-11,622.2125,1
2016-09-12,605.8088,-1
2016-09-13,606.3075,1
2016-09-14,606.9213,1
2016-09-15,608.22,1
2016-09-16,605.21,-1
2016-09-17,606.3338,1
2016-09-18,605.2938,-1
2016-09-19,608.6988,1
2016-09-20,608.5275,-1
2016-09-21,599.4738,-1
2016-09-22,595.7988,-1
2016-09-23,595.035,-1
2016-09-24,601.7138,1
2016-09-25,601.3413,-1
2016-09-26,599.1763,-1
2016-09-27,606.8125,1
2016-09-28,604.7625,-1
2016-09-29,603.5188,-1
2016-09-30,605.0588,1
2016-10-01,608.4375,1
2016-10-02,613.9338,1
2016-10-03,610.2913,-1
2016-10-04,612.3375,1
2016-10-05,609.375,-1
2016-10-06,610.885,1
2016-10-07,610.9,1
2016-10-08,616.4888,1
2016-10-09,616.5963,1
2016-10-10,614.6238,-1
2016-10-11,617.4225,1
2016-10-12,639.3738,1
2016-10-13,635.0813,-1
2016-10-14,635.02,-1
2016-10-15,638.3675,1
2016-10-16,637.3713,-1
2016-10-17,639.8275,1
2016-10-18,636.92,-1
2016-10-19,635.5088,-1
2016-10-20,628.1538,-1
2016-10-21,628.6225,1
2016-10-22,630.1538,1
2016-10-23,652.715,1
2016-10-24,649.245,-1
2016-10-25,648.3988,-1
2016-10-26,652.895,1
2016-10-27,674.3575,1
2016-10-28,686.52,1
2016-10-29,688.0963,1
2016-10-30,712.87,1
2016-10-31,696.3538,-1
2016-11-01,697.3688,1
2016-11-02,729.2713,1
2016-11-03,742.465,1
2016-11-04,687.5075,-1
2016-11-05,702.5375,1
2016-11-06,704.1638,1
2016-11-07,712.2363,1
2016-11-08,704.0188,-1
2016-11-09,709.1525,1
2016-11-10,721.1913,1
2016-11-11,713.6675,-1
2016-11-12,716.5563,1
2016-11-13,703.5463,-1
2016-11-14,702.5038,-1
2016-11-15,706.395,1
2016-11-16,711.9563,1
2016-11-17,742.07,1
2016-11-18,735.4063,-1
2016-11-19,749.6775,1
2016-11-20,750.6325,1
2016-11-21,728.6075,-1
2016-11-22,736.7163,1
2016-11-23,748.225,1
2016-11-24,741.5963,-1
2016-11-25,736.3988,-1
2016-11-26,738.2775,1
2016-11-27,732.8238,-1
2016-11-28,728.425,-1
2016-11-29,731.7463,1
2016-11-30,731.765,1
2016-12-01,742.0075,1
2016-12-02,753.255,1
2016-12-03,771.4075,1
2016-12-04,764.9725,-1
2016-12-05,766.4638,1
2016-12-06,750.7088,-1
2016-12-07,758.81,1
2016-12-08,763.8975,1
2016-12-09,766.7513,1
2016-12-10,770.415,1
2016-12-11,773.2113,1
2016-12-12,768.6213,-1
2016-12-13,777.9113,1
2016-12-14,775.25,-1
2016-12-15,776.6363,1
2016-12-16,775.48,-1
2016-12-17,780.85,1
2016-12-18,788.5763,1
2016-12-19,788.5888,1
2016-12-20,790.1563,1
2016-12-21,798.785,1
2016-12-22,833.1025,1
2016-12-23,858.7363,1
2016-12-24,916.7875,1
2016-12-25,894.2025,-1
2016-12-26,894.4825,1
2016-12-27,902.5538,1
2016-12-28,931.1138,1
2016-12-29,978.0088,1
2016-12-30,969.625,-1
2016-12-31,960.4713,-1
2017-01-01,968.2275,1
2017-01-02,997.6888,1
2017-01-03,1018.05,1
2017-01-04,1030.8175,1
2017-01-05,1129.87,1
2017-01-06,1005.815,-1
2017-01-07,895.67,-1
2017-01-08,905.17,1
2017-01-09,913.5238,1
2017-01-10,899.35,-1
2017-01-11,904.7925,1
2017-01-12,775.9813,-1
2017-01-13,802.8288,1
2017-01-14,826.1213,1
2017-01-15,818.6388,-1
2017-01-16,822.4225,1
2017-01-17,830.2638,1
2017-01-18,904.4538,1
2017-01-19,884.2513,-1
2017-01-20,898.0213,1
2017-01-21,891.6238,-1
2017-01-22,920.0113,1
2017-01-23,925.3313,1
2017-01-24,912.6875,-1
2017-01-25,885.6475,-1
2017-01-26,894.11,1
2017-01-27,915.1,1
2017-01-28,918.5625,1
2017-01-29,920.28,1
2017-01-30,914.0438,-1
2017-01-31,920.2413,1
2017-02-01,967.6675,1
2017-02-02,987.3463,1
2017-02-03,1007.795,1
2017-02-04,1018.1113,1
2017-02-05,1033.6525,1
2017-02-06,1013.9938,-1
2017-02-07,1024.6125,1
2017-02-08,1052.5388,1
2017-02-09,1054.3438,1
2017-02-10,988.9475,-1
2017-02-11,993.0788,1
2017-02-12,1010.0025,1
2017-02-13,999.5125,-1
2017-02-14,996.8575,-1
2017-02-15,1009.2513,1
2017-02-16,1009.1163,-1
2017-02-17,1034.0825,1
2017-02-18,1053.1225,1
2017-02-19,1058.4063,1
2017-02-20,1052.8175,-1
2017-02-21,1083.2413,1
2017-02-22,1123.6563,1
2017-02-23,1122.195,-1
2017-02-24,1178.384,1
2017-02-25,1180.918,1
2017-02-26,1151.581,-1
2017-02-27,1179.968,1
2017-02-28,1194.278,1
2017-03-01,1190.888,-1
2017-03-02,1230.016,1
2017-03-03,1260.924,1
2017-03-04,1290.786,1
2017-03-05,1267.68,-1
2017-03-06,1277.685,1
2017-03-07,1280.868,1
2017-03-08,1232.431,-1
2017-03-09,1150.481,-1
2017-03-10,1191.815,1
2017-03-11,1117.025,-1
2017-03-12,1181.645,1
2017-03-13,1229.505,1
2017-03-14,1243.242,1
2017-03-15,1246.309,1
2017-03-16,1259.601,1
2017-03-17,1172.909,-1
2017-03-18,1070.128,-1
2017-03-19,970.598,-1
2017-03-20,1017.8,1
2017-03-21,1041.343,1
2017-03-22,1115.039,1
2017-03-23,1037.44,-1
2017-03-24,1029.95,-1
2017-03-25,935.946,-1
2017-03-26,964.692,1
2017-03-27,965.229,1
2017-03-28,1040.491,1
2017-03-29,1044.251,1
2017-03-30,1040.392,-1
2017-03-31,1037.527,-1
2017-04-01,1079.748,1
2017-04-02,1089.511,1
2017-04-03,1098.776,1
2017-04-04,1147.631,1
2017-04-05,1143.746,-1
2017-04-06,1134.998,-1
2017-04-07,1190.597,1
2017-04-08,1193.019,1
2017-04-09,1184.824,-1
2017-04-10,1210.055,1
2017-04-11,1213.339,1
2017-04-12,1224.767,1
2017-04-13,1216.505,-1
2017-04-14,1178.533,-1
2017-04-15,1183.44,1
2017-04-16,1180.699,-1
2017-04-17,1184.787,1
2017-04-18,1203.731,1
2017-04-19,1217.596,1
2017-04-20,1226.939,1
2017-04-21,1255.403,1
2017-04-22,1257.135,1
2017-04-23,1244.375,-1
2017-04-24,1248.2175,1
2017-04-25,1248.325,1
2017-04-26,1263.545,1
2017-04-27,1284.845,1
2017-04-28,1329.19,1
2017-04-29,1320.0513,-1
2017-04-30,1327.0388,1
2017-05-01,1347.9588,1
2017-05-02,1402.0838,1
2017-05-03,1443.6825,1
2017-05-04,1491.9988,1
2017-05-05,1515.6288,1
2017-05-06,1512.2088,-1
2017-05-07,1548.2863,1
2017-05-08,1555.4713,1
2017-05-09,1639.3225,1
2017-05-10,1706.9313,1
2017-05-11,1756.8025,1
2017-05-12,1807.3725,1
2017-05-13,1676.9938,-1
2017-05-14,1759.9613,1
2017-05-15,1772.4163,1
2017-05-16,1697.3788,-1
2017-05-17,1718.2013,1
2017-05-18,1802.1638,1
2017-05-19,1887.3263,1
2017-05-20,1968.1025,1
2017-05-21,2051.735,1
2017-05-22,2055.6175,1
2017-05-23,2139.0275,1
2017-05-24,2291.4775,1
2017-05-25,2476.2963,1
2017-05-26,2357.5038,-1
2017-05-27,2247.4825,-1
2017-05-28,2106.3075,-1
2017-05-29,2207.5775,1
2017-05-30,2289.87,1
2017-05-31,2197.2338,-1
2017-06-01,2330.2338,1
2017-06-02,2452.1813,1
2017-06-03,2517.4088,1
2017-06-04,2555.6538,1
2017-06-05,2552.8088,-1
2017-06-06,2736.595,1
2017-06-07,2914.0825,1
2017-06-08,2694.2188,-1
2017-06-09,2825.0313,1
2017-06-10,2826.7,1
2017-06-11,2942.345,1
2017-06-12,3018.545,1
2017-06-13,2682.595,-1
2017-06-14,2738.9313,1
2017-06-15,2494.485,-1
2017-06-16,2456.9238,-1
2017-06-17,2528.1025,1
2017-06-18,2663.9975,1
2017-06-19,2576.1713,-1
2017-06-20,2641.665,1
2017-06-21,2778.8275,1
2017-06-22,2712.1575,-1
2017-06-23,2740.79,1
2017-06-24,2738.225,-1
2017-06-25,2619.1188,-1
2017-06-26,2594.4538,-1
2017-06-27,2485.3588,-1
2017-06-28,2593.17,1
2017-06-29,2584.5638,-1
2017-06-30,2561.5613,-1
2017-07-01,2499.9838,-1
2017-07-02,2460.2,-1
2017-07-03,2529.7838,1
2017-07-04,2581.0663,1
2017-07-05,2625.0713,1
2017-07-06,2629.2725,1
2017-07-07,2619.1125,-1
2017-07-08,2521.2363,-1
2017-07-09,2579.9338,1
2017-07-10,2525.675,-1
2017-07-11,2371.96,-1
2017-07-12,2332.1875,-1
2017-07-13,2423.16,1
2017-07-14,2364.5163,-1
2017-07-15,2232.655,-1
2017-07-16,1993.2588,-1
2017-07-17,1938.9425,-1
2017-07-18,2244.265,1
2017-07-19,2327.8975,1
2017-07-20,2294.405,-1
2017-07-21,2877.3863,1
2017-07-22,2694.2913,-1
2017-07-23,2838.81,1
2017-07-24,2762.6263,-1
2017-07-25,2779.0438,1
2017-07-26,2591.2163,-1
2017-07-27,2550.18,-1
2017-07-28,2697.4725,1
2017-07-29,2805.1788,1
2017-07-30,2720.08,-1
2017-07-31,2746.3263,1
2017-08-01,2873.8325,1
2017-08-02,2735.5875,-1
2017-08-03,2723.58,-1
2017-08-04,2814.3613,1
2017-08-05,2883.6813,1
2017-08-06,3301.7588,1
2017-08-07,3255.0025,-1
2017-08-08,3431.9688,1
2017-08-09,3453.1625,1
2017-08-10,3377.5438,-1
2017-08-11,3445.28,1
2017-08-12,3679.6075,1
2017-08-13,3917.6488,1
2017-08-14,4111.1963,1
2017-08-15,4382.7413,1
2017-08-16,4204.43,-1
2017-08-17,4425.2963,1
2017-08-18,4316.34,-1
2017-08-19,4159.4575,-1
2017-08-20,4206.1313,1
2017-08-21,4111.22,-1
2017-08-22,4054.9425,-1
2017-08-23,4137.6725,1
2017-08-24,4191.2175,1
2017-08-25,4362.475,1
2017-08-26,4408.3238,1
2017-08-27,4387.4613,-1
2017-08-28,4394.515,1
2017-08-29,4439.6588,1
2017-08-30,4648.1338,1
2017-08-31,4630.7275,-1
2017-09-01,4764.8675,1
2017-09-02,4950.7238,1
2017-09-03,4643.975,-1
2017-09-04,4631.695,-1
2017-09-05,4319.7213,-1
2017-09-06,4422.1213,1
2017-09-07,4626.72,1
2017-09-08,4638.0975,1
2017-09-09,4317.5375,-1
2017-09-10,4291.88,-1
2017-09-11,4191.175,-1
2017-09-12,4188.845,-1
2017-09-13,4148.2675,-1
2017-09-14,3874.2588,-1
2017-09-15,3226.4125,-1
2017-09-16,3686.9,1
2017-09-17,3678.7375,-1
2017-09-18,3672.5663,-1
2017-09-19,4067.0775,1
2017-09-20,3896.9988,-1
2017-09-21,3858.0888,-1
2017-09-22,3612.6813,-1
2017-09-23,3603.3088,-1
2017-09-24,3777.2938,1
2017-09-25,3662.12,-1
2017-09-26,3927.4988,1
2017-09-27,3895.5125,-1
2017-09-28,4208.5613,1
2017-09-29,4185.2925,-1
2017-09-30,4164.1038,-1
2017-10-01,4353.0475,1
2017-10-02,4394.6388,1
2017-10-03,4404.0975,1
2017-10-04,4320.09,-1
2017-10-05,4225.9238,-1
2017-10-06,4322.755,1
2017-10-07,4370.245,1
2017-10-08,4437.0338,1
2017-10-09,4596.9625,1
2017-10-10,4772.975,1
2017-10-11,4754.6988,-1
2017-10-12,4830.7663,1
2017-10-13,5439.1338,1
2017-10-14,5640.1275,1
2017-10-15,5809.6938,1
2017-10-16,5697.3917,-1
2017-10-17,5754.2213,1
2017-10-18,5595.235,-1
2017-10-19,5572.1988,-1
2017-10-20,5699.5838,1
2017-10-21,5984.0863,1
2017-10-22,6013.2288,1
2017-10-23,5984.9563,-1
2017-10-24,5895.2988,-1
2017-10-25,5518.85,-1
2017-10-26,5733.9038,1
2017-10-27,5888.145,1
2017-10-28,5767.68,-1
2017-10-29,5732.825,-1
2017-10-30,6140.5313,1
2017-10-31,6121.8,-1
2017-11-01,6447.6675,1
2017-11-02,6750.1725,1
2017-11-03,7030.0025,1
2017-11-04,7161.4513,1
2017-11-05,7386.9988,1
2017-11-06,7382.4488,-1
2017-11-07,6958.2113,-1
2017-11-08,7118.8013,1
2017-11-09,7458.795,1
2017-11-10,7146.7813,-1
2017-11-11,6570.3125,-1
2017-11-12,6337.0,-1
2017-11-13,5857.3175,-1
2017-11-14,6517.6763,1
2017-11-15,6598.7688,1
2017-11-16,7279.0013,1
2017-11-17,7843.9375,1
2017-11-18,7689.9088,-1
2017-11-19,7776.94,1
2017-11-20,8033.9363,1
2017-11-21,8238.2025,1
2017-11-22,8095.5938,-1
2017-11-23,8230.6925,1
2017-11-24,8002.6413,-1
2017-11-25,8201.4613,1
2017-11-26,8763.785,1
2017-11-27,9326.5888,1
2017-11-28,9739.055,1
2017-11-29,9908.2288,1
2017-11-30,9816.3475,-1
2017-12-01,9916.5363,1
2017-12-02,10859.5625,1
2017-12-03,10895.0138,1
2017-12-04,11180.8875,1
2017-12-05,11616.855,1
2017-12-06,11696.0583,1
2017-12-07,13708.9913,1
2017-12-08,16858.02,1
2017-12-09,16057.145,-1
2017-12-10,14913.4038,-1
2017-12-11,15036.9563,1
2017-12-12,16699.6775,1
2017-12-13,17178.1025,1
2017-12-14,16407.2025,-1
2017-12-15,16531.0838,1
2017-12-16,17601.9438,1
2017-12-17,19343.04,1
2017-12-18,19086.6438,-1
2017-12-19,18960.5225,-1
2017-12-20,17608.35,-1
2017-12-21,16454.7225,-1
2017-12-22,15561.05,-1
2017-12-23,13857.145,-1
2017-12-24,14548.71,1
2017-12-25,13975.4363,-1
2017-12-26,13917.0275,-1
2017-12-27,15745.2575,1
2017-12-28,15378.285,-1
2017-12-29,14428.76,-1
2017-12-30,14427.87,-1
2017-12-31,12629.8138,-1
2018-01-01,13860.1363,1
2018-01-02,13412.44,-1
2018-01-03,14740.7563,1
2018-01-04,15134.6513,1
2018-01-05,15155.2263,1
2018-01-06,16937.1738,1
2018-01-07,17135.8363,1
2018-01-08,16178.495,-1
2018-01-09,14970.3575,-1
2018-01-10,14439.4738,-1
2018-01-11,14890.7225,1
2018-01-12,13287.26,-1
2018-01-13,13812.715,1
2018-01-14,14188.785,1
2018-01-15,13619.0288,-1
2018-01-16,13585.9013,-1
2018-01-17,11348.02,-1
2018-01-18,11141.2488,-1
2018-01-19,11250.6475,1
2018-01-20,11514.925,1
2018-01-21,12759.6413,1
2018-01-22,11522.8588,-1
2018-01-23,10772.15,-1
2018-01-24,10839.8263,1
2018-01-25,11399.52,1
2018-01-26,11137.2375,-1
2018-01-27,11090.0638,-1
2018-01-28,11407.1538,1
2018-01-29,11694.4675,1
2018-01-30,11158.3938,-1
2018-01-31,10034.9975,-1
2018-02-01,10166.5063,1
2018-02-02,9052.5763,-1
2018-02-03,8827.63,-1
2018-02-04,9224.3913,1
2018-02-05,8186.6488,-1
2018-02-06,6914.26,-1
2018-02-07,7700.3863,1
2018-02-08,7581.8038,-1
2018-02-09,8237.2363,1
2018-02-10,8689.8388,1
2018-02-11,8556.6125,-1
2018-02-12,8070.7963,-1
2018-02-13,8891.2125,1
2018-02-14,8516.2438,-1
2018-02-15,9477.84,1
2018-02-16,10016.4888,1
2018-02-17,10178.7125,1
2018-02-18,11092.1475,1
2018-02-19,10396.63,-1
2018-02-20,11159.7238,1
2018-02-21,11228.2413,1
2018-02-22,10456.1725,-1
2018-02-23,9830.4263,-1
2018-02-24,10149.4625,1
2018-02-25,9682.3825,-1
2018-02-26,9586.46,-1
2018-02-27,10313.0825,1
2018-02-28,10564.4188,1
2018-03-01,10309.6413,-1
2018-03-02,10907.59,1
2018-03-03,11019.5213,1
2018-03-04,11438.6513,1
2018-03-05,11479.7313,1
2018-03-06,11432.9825,-1
2018-03-07,10709.5275,-1
2018-03-08,9906.8,-1
2018-03-09,9299.2838,-1
2018-03-10,9237.05,-1
2018-03-11,8787.1638,-1
2018-03-12,9532.7413,1
2018-03-13,9118.2713,-1
2018-03-14,9144.1475,1
2018-03-15,8196.8975,-1
2018-03-16,8256.9938,1
2018-03-17,8269.3275,1
2018-03-18,7862.1088,-1
2018-03-19,8196.0225,1
2018-03-20,8594.1913,1
2018-03-21,8915.9038,1
2018-03-22,8895.4,-1
2018-03-23,8712.8913,-1
2018-03-24,8918.7438,1
2018-03-25,8535.8938,-1
2018-03-26,8449.835,-1
2018-03-27,8138.3363,-1
2018-03-28,7790.1575,-1
2018-03-29,7937.205,1
2018-03-30,7086.4875,-1
2018-03-31,6844.3213,-1
2018-04-01,6926.0175,1
2018-04-02,6816.74,-1
2018-04-03,7049.7938,1
2018-04-04,7417.8875,1
2018-04-05,6789.3013,-1
2018-04-06,6774.7513,-1
2018-04-07,6620.4088,-1
2018-04-08,6896.2813,1
2018-04-09,7022.7088,1
2018-04-10,6773.9388,-1
2018-04-11,6830.9038,1
2018-04-12,6939.55,1
2018-04-13,7916.3725,1
2018-04-14,7889.2313,-1
2018-04-15,8003.6813,1
2018-04-16,8357.0375,1
2018-04-17,8051.345,-1
2018-04-18,7890.15,-1
2018-04-19,8163.69,1
2018-04-20,8273.7413,1
2018-04-21,8863.5025,1
2018-04-22,8917.5963,1
2018-04-23,8792.83,-1
2018-04-24,8938.3038,1
2018-04-25,9652.1563,1
2018-04-26,8864.0875,-1
2018-04-27,9278.9975,1
2018-04-28,8978.3325,-1
2018-04-29,9342.4713,1
2018-04-30,9392.0313,1
2018-05-01,9244.3225,-1
2018-05-02,9067.715,-1
2018-05-03,9219.8638,1
2018-05-04,9734.675,1
2018-05-05,9692.7175,-1
2018-05-06,9826.5975,1
2018-05-07,9619.1438,-1
2018-05-08,9362.5338,-1
2018-05-09,9180.1588,-1
2018-05-10,9306.0,1
2018-05-11,9014.615,-1
2018-05-12,8406.175,-1
2018-05-13,8467.6563,1
2018-05-14,8688.0288,1
2018-05-15,8675.2063,-1
2018-05-16,8474.2388,-1
2018-05-17,8340.2988,-1
2018-05-18,8058.6038,-1
2018-05-19,8240.725,1
2018-05-20,8234.1525,-1
2018-05-21,8520.8125,1
2018-05-22,8395.2325,-1
2018-05-23,7983.5175,-1
2018-05-24,7502.5588,-1
2018-05-25,7578.6913,1
2018-05-26,7460.6938,-1
2018-05-27,7334.1638,-1
2018-05-28,7344.9675,1
2018-05-29,7105.6725,-1
2018-05-30,7460.5838,1
2018-05-31,7375.67,-1
2018-06-01,7487.1875,1
2018-06-02,7518.245,1
2018-06-03,7636.1938,1
2018-06-04,7711.365,1
2018-06-05,7490.59,-1
2018-06-06,7616.8913,1
2018-06-07,7655.9788,1
2018-06-08,7688.0038,1
2018-06-09,7616.1025,-1
2018-06-10,7497.3438,-1
2018-06-11,6765.8013,-1
2018-06-12,6877.1825,1
2018-06-13,6548.33,-1
2018-06-14,6299.5225,-1
2018-06-15,6637.7388,1
2018-06-16,6410.7225,-1
2018-06-17,6485.8688,1
2018-06-18,6443.6725,-1
2018-06-19,6709.48,1
2018-06-20,6737.4138,1
2018-06-21,6758.3788,1
2018-06-22,6717.2025,-1
2018-06-23,6053.8963,-1
2018-06-24,6170.56,1
2018-06-25,6150.1888,-1
2018-06-26,6247.4675,1
2018-06-27,6074.9175,-1
2018-06-28,6132.5625,1
2018-06-29,5848.2638,-1
2018-06-30,6203.9013,1
2018-07-01,6387.3063,1
2018-07-02,6347.8588,-1
2018-07-03,6613.27,1
2018-07-04,6504.9263,-1
2018-07-05,6584.7663,1
2018-07-06,6531.2,-1
2018-07-07,6600.9863,1
2018-07-08,6755.5613,1
2018-07-09,6704.1825,-1
2018-07-10,6664.2063,-1
2018-07-11,6302.49,-1
2018-07-12,6381.8725,1
2018-07-13,6245.6338,-1
2018-07-14,6217.6063,-1
2018-07-15,6247.2275,1
2018-07-16,6349.0375,1
2018-07-17,6726.405,1
2018-07-18,7314.9425,1
2018-07-19,7378.7575,1
2018-07-20,7470.825,1
2018-07-21,7330.5363,-1
2018-07-22,7404.2875,1
2018-07-23,7396.2863,-1
2018-07-24,7717.5,1
2018-07-25,8397.635,1
2018-07-26,8166.76,-1
2018-07-27,7929.61,-1
2018-07-28,8183.025,1
2018-07-29,8229.96,1
2018-07-30,8215.56,-1
2018-07-31,8167.9988,-1
2018-08-01,7726.8913,-1
2018-08-02,7603.7488,-1
2018-08-03,7535.02,-1
2018-08-04,7415.5613,-1
2018-08-05,7009.0888,-1
2018-08-06,7026.9913,1
2018-08-07,6937.0738,-1
2018-08-08,6717.2088,-1
2018-08-09,6280.58,-1
2018-08-10,6537.9025,1
2018-08-11,6143.305,-1
