date,bitcoin_price,stonks
2013-04-17,68.3557,-1
2013-04-18,93.07,1
2013-04-19,109.01,1
2013-04-20,118.48,1
2013-04-21,126.6155,1
2013-04-22,119.2,-1
2013-04-23,127.4,1
2013-04-24,143.475,1
2013-04-25,154.2,1
2013-04-26,141.71,-1
2013-04-27,136.9,-1
2013-04-28,128.0001,-1
2013-04-29,134.4444,1
2013-04-30,143.9999,1
2013-05-01,139.2269,-1
2013-05-02,116.38,-1
2013-05-03,106.25,-1
2013-05-04,98.1,-1
2013-05-05,112.9,1
2013-05-06,115.98,1
2013-05-07,112.25,-1
2013-05-08,109.6001,-1
2013-05-09,113.2,1
2013-05-10,112.799,-1
2013-05-11,117.7,1
2013-05-12,115.64,-1
2013-05-13,114.82,-1
2013-05-14,117.9797,1
2013-05-15,111.4,-1
2013-05-16,114.22,1
2013-05-17,118.21,1
2013-05-18,123.5,1
2013-05-19,123.211,-1
2013-05-20,122.5,-1
2013-05-21,122.02,-1
2013-05-22,122.89,1
2013-05-23,123.8,1
2013-05-24,126.3,1
2013-05-25,133.1,1
2013-05-26,131.986,-1
2013-05-27,133.5,1
2013-05-28,129.77,-1
2013-05-29,129.0,-1
2013-05-30,132.25,1
2013-05-31,128.799,-1
2013-06-01,128.8151,1
2013-06-02,129.3,1
2013-06-03,122.5,-1
2013-06-04,120.7372,-1
2013-06-05,121.4,1
2013-06-06,121.9,1
2013-06-07,118.9699,-1
2013-06-08,111.0,-1
2013-06-09,107.8924,-1
2013-06-10,100.4374,-1
2013-06-11,106.35,1
2013-06-12,109.0,1
2013-06-13,108.7759,-1
2013-06-14,103.949,-1
2013-06-15,100.0,-1
2013-06-16,99.8,-1
2013-06-17,99.9,1
2013-06-18,101.95,1
2013-06-19,107.35,1
2013-06-20,108.251,1
2013-06-21,111.29,1
2013-06-22,109.5,-1
2013-06-23,108.2,-1
2013-06-24,107.9,-1
2013-06-25,102.09,-1
2013-06-26,103.3293,1
2013-06-27,104.0,1
2013-06-28,101.7368,-1
2013-06-29,94.66,-1
2013-06-30,94.999,1
2013-07-01,97.51,1
2013-07-02,84.6069,-1
2013-07-03,87.6562,1
2013-07-04,76.8901,-1
2013-07-05,77.685,1
2013-07-06,66.34,-1
2013-07-07,66.855,1
2013-07-08,72.5053,1
2013-07-09,74.56,1
2013-07-10,74.225,-1
2013-07-11,84.515,1
2013-07-12,91.22,1
2013-07-13,88.465,-1
2013-07-14,91.3888,1
2013-07-15,90.3713,-1
2013-07-16,93.14,1
2013-07-17,92.7415,-1
2013-07-18,90.5425,-1
2013-07-19,85.4298,-1
2013-07-20,85.7775,1
2013-07-21,85.6675,-1
2013-07-22,85.4725,-1
2013-07-23,86.0862,1
2013-07-24,86.9389,1
2013-07-25,87.4575,1
2013-07-26,89.41,1
2013-07-27,90.6325,1
2013-07-28,89.0975,-1
2013-07-29,92.1,1
2013-07-30,93.2981,1
2013-07-31,96.31,1
2013-08-01,97.915,1
2013-08-02,96.4175,-1
2013-08-03,97.24,1
2013-08-04,96.66,-1
2013-08-05,96.6,-1
2013-08-06,96.92,1
2013-08-07,97.1331,1
2013-08-08,96.92,-1
2013-08-09,94.775,-1
2013-08-10,93.36,-1
2013-08-11,93.2875,-1
2013-08-12,94.1625,1
2013-08-13,95.085,1
2013-08-14,97.9021,1
2013-08-15,97.96,1
2013-08-16,97.545,-1
2013-08-17,98.33,1
2013-08-18,99.565,1
2013-08-19,98.845,-1
2013-08-20,102.2997,1
2013-08-21,105.0125,1
2013-08-22,111.445,1
2013-08-23,109.73,-1
2013-08-24,107.5475,-1
2013-08-25,108.6875,1
2013-08-26,111.795,1
2013-08-27,112.23,1
2013-08-28,117.4461,1
2013-08-29,117.59,1
2013-08-30,117.5227,-1
2013-08-31,123.2332,1
2013-09-01,129.46,1
2013-09-02,128.2597,-1
2013-09-03,127.3648,-1
2013-09-04,127.5915,1
2013-09-05,120.5738,-1
2013-09-06,120.5333,-1
2013-09-07,116.321,-1
2013-09-08,119.0547,1
2013-09-09,116.595,-1
2013-09-10,120.0188,1
2013-09-11,121.458,1
2013-09-12,125.4518,1
2013-09-13,125.7598,1
2013-09-14,126.5072,1
2013-09-15,124.0813,-1
2013-09-16,124.5783,1
2013-09-17,125.0618,1
2013-09-18,125.9683,1
2013-09-19,126.3045,1
2013-09-20,124.1937,-1
2013-09-21,122.9008,-1
2013-09-22,122.6435,-1
2013-09-23,122.651,1
2013-09-24,122.2235,-1
2013-09-25,122.5383,1
2013-09-26,123.423,1
2013-09-27,123.4763,1
2013-09-28,123.4983,1
2013-09-29,124.7483,1
2013-09-30,125.1807,1
2013-10-01,123.0983,-1
2013-10-02,125.4938,1
2013-10-03,99.8135,-1
2013-10-04,116.8168,1
2013-10-05,121.2945,1
2013-10-06,121.1398,-1
2013-10-07,121.6828,1
2013-10-08,123.245,1
2013-10-09,124.3182,1
2013-10-10,125.8423,1
2013-10-11,125.6982,-1
2013-10-12,125.5117,-1
2013-10-13,126.5232,1
2013-10-14,130.4155,1
2013-10-15,133.0355,1
2013-10-16,138.6417,1
2013-10-17,137.4188,-1
2013-10-18,142.735,1
2013-10-19,149.5947,1
2013-10-20,159.8115,1
2013-10-21,163.0632,1
2013-10-22,174.1772,1
2013-10-23,183.8648,1
2013-10-24,200.62,1
2013-10-25,183.1482,-1
2013-10-26,178.1217,-1
2013-10-27,175.9008,-1
2013-10-28,185.6888,1
2013-10-29,187.8683,1
2013-10-30,198.1932,1
2013-10-31,194.5493,-1
2013-11-01,198.2263,1
2013-11-02,198.5098,1
2013-11-03,200.8473,1
2013-11-04,207.6335,1
2013-11-05,225.196,1
2013-11-06,239.29,1
2013-11-07,253.6933,1
2013-11-08,283.3023,1
2013-11-09,323.767,1
2013-11-10,336.1358,1
2013-11-11,311.9005,-1
2013-11-12,332.6263,1
2013-11-13,349.3425,1
2013-11-14,393.2795,1
2013-11-15,410.723,1
2013-11-16,409.1675,-1
2013-11-17,428.8238,1
2013-11-18,476.295,1
2013-11-19,674.3768,1
2013-11-20,541.8257,-1
2013-11-21,572.6675,1
2013-11-22,695.8668,1
2013-11-23,747.4818,1
2013-11-24,776.6998,1
2013-11-25,751.377,-1
2013-11-26,778.6753,1
2013-11-27,899.2,1
2013-11-28,948.4088,1
2013-11-29,1037.755,1
2013-11-30,1120.3971,1
2013-12-01,1124.7631,1
2013-12-02,946.9237,-1
2013-12-03,1038.3485,1
2013-12-04,1068.6675,1
2013-12-05,1147.2457,1
2013-12-06,1042.0267,-1
2013-12-07,834.0262,-1
2013-12-08,694.4709,-1
2013-12-09,795.3968,1
2013-12-10,898.0222,1
2013-12-11,989.9975,1
2013-12-12,883.2617,-1
2013-12-13,875.7474,-1
2013-12-14,898.2112,1
2013-12-15,867.495,-1
2013-12-16,879.4692,1
2013-12-17,712.508,-1
2013-12-18,683.8408,-1
2013-12-19,522.2288,-1
2013-12-20,698.4503,1
2013-12-21,622.8418,-1
2013-12-22,608.9638,-1
2013-12-23,617.8158,1
2013-12-24,673.1677,1
2013-12-25,667.6203,-1
2013-12-26,687.3557,1
2013-12-27,765.2067,1
2013-12-28,746.7232,-1
2013-12-29,730.4715,-1
2013-12-30,745.0712,1
2013-12-31,754.7645,1
2014-01-01,757.4953,1
2014-01-02,770.4357,1
2014-01-03,808.0485,1
2014-01-04,830.024,1
2014-01-05,858.9833,1
2014-01-06,940.0972,1
2014-01-07,951.3865,1
2014-01-08,810.5833,-1
2014-01-09,859.9485,1
2014-01-10,860.895,1
2014-01-11,884.6667,1
2014-01-12,930.905,1
2014-01-13,873.2635,-1
2014-01-14,857.9564,-1
2014-01-15,851.828,-1
2014-01-16,874.713,1
2014-01-17,847.3735,-1
2014-01-18,828.222,-1
2014-01-19,843.7583,1
2014-01-20,878.6807,1
2014-01-21,871.0483,-1
2014-01-22,874.2885,1
2014-01-23,863.95,-1
2014-01-24,854.3475,-1
2014-01-25,825.1221,-1
2014-01-26,861.8516,1
2014-01-27,880.1523,1
2014-01-28,814.5302,-1
2014-01-29,833.9395,1
2014-01-30,837.5148,1
2014-01-31,845.8467,1
2014-02-01,848.2875,1
2014-02-02,853.0164,1
2014-02-03,854.375,1
2014-02-04,846.9048,-1
2014-02-05,842.0123,-1
2014-02-06,820.867,-1
2014-02-07,783.6211,-1
2014-02-08,703.567,-1
2014-02-09,676.9094,-1
2014-02-10,681.9371,1
2014-02-11,679.7338,-1
2014-02-12,669.4418,-1
2014-02-13,648.3835,-1
2014-02-14,598.4075,-1
2014-02-15,656.6068,1
2014-02-16,645.43,-1
2014-02-17,610.6525,-1
2014-02-18,621.494,1
2014-02-19,621.2235,-1
2014-02-20,617.71,-1
2014-02-21,552.2138,-1
2014-02-22,569.0425,1
2014-02-23,604.7473,1
2014-02-24,604.5823,-1
2014-02-25,545.3225,-1
2014-02-26,534.7108,-1
2014-02-27,577.0858,1
2014-02-28,576.698,-1
2014-03-01,543.9265,-1
2014-03-02,563.7358,1
2014-03-03,560.3045,-1
2014-03-04,661.1225,1
2014-03-05,663.598,1
2014-03-06,661.7858,-1
2014-03-07,658.7245,-1
2014-03-08,625.8278,-1
2014-03-09,615.24,-1
2014-03-10,633.1825,1
2014-03-11,625.8285,-1
2014-03-12,628.9543,1
2014-03-13,631.3913,1
2014-03-14,638.165,1
2014-03-15,626.7067,-1
2014-03-16,633.6652,1
2014-03-17,630.7167,-1
2014-03-18,621.2225,-1
2014-03-19,613.6315,-1
2014-03-20,608.8157,-1
2014-03-21,586.5898,-1
2014-03-22,570.7705,-1
2014-03-23,564.4215,-1
2014-03-24,561.3534,-1
2014-03-25,586.2718,1
2014-03-26,582.2802,-1
2014-03-27,579.0722,-1
2014-03-28,478.1595,-1
2014-03-29,502.4399,1
2014-03-30,493.1803,-1
2014-03-31,461.8695,-1
2014-04-01,458.4972,-1
2014-04-02,478.7163,1
2014-04-03,437.515,-1
2014-04-04,447.0822,1
2014-04-05,448.8792,1
2014-04-06,464.8259,1
2014-04-07,460.7028,-1
2014-04-08,446.2195,-1
2014-04-09,450.4638,1
2014-04-10,440.1983,-1
2014-04-11,360.8407,-1
2014-04-12,420.0563,1
2014-04-13,420.66,1
2014-04-14,414.9495,-1
2014-04-15,457.6338,1
2014-04-16,520.1233,1
2014-04-17,529.1625,1
2014-04-18,494.4,-1
2014-04-19,478.2312,-1
2014-04-20,501.5515,1
2014-04-21,497.3177,-1
2014-04-22,493.0921,-1
2014-04-23,484.429,-1
2014-04-24,486.9317,1
2014-04-25,500.2568,1
2014-04-26,459.6104,-1
2014-04-27,456.1395,-1
2014-04-28,429.6537,-1
2014-04-29,437.0587,1
2014-04-30,444.2533,1
2014-05-01,445.8655,1
2014-05-02,456.2673,1
2014-05-03,446.6438,-1
2014-05-04,436.9381,-1
2014-05-05,434.0643,-1
2014-05-06,429.7242,-1
2014-05-07,426.992,-1
2014-05-08,436.9605,1
2014-05-09,435.343,-1
2014-05-10,448.235,1
2014-05-11,452.7108,1
2014-05-12,436.542,-1
2014-05-13,438.4278,1
2014-05-14,437.413,-1
2014-05-15,441.7498,1
2014-05-16,444.3162,1
2014-05-17,445.0133,1
2014-05-18,446.3583,1
2014-05-19,444.809,-1
2014-05-20,444.3128,-1
2014-05-21,485.8305,1
2014-05-22,489.1625,1
2014-05-23,526.0577,1
2014-05-24,519.0392,-1
2014-05-25,525.6332,1
2014-05-26,570.095,1
2014-05-27,581.8267,1
2014-05-28,569.6332,-1
2014-05-29,574.4547,1
2014-05-30,565.5058,-1
2014-05-31,616.47,1
2014-06-01,623.2567,1
2014-06-02,629.0242,1
2014-06-03,658.786,1
2014-06-04,665.73,1
2014-06-05,636.7837,-1
2014-06-06,656.0598,1
2014-06-07,645.5647,-1
2014-06-08,652.7083,1
2014-06-09,653.6402,1
2014-06-10,645.341,-1
2014-06-11,649.8068,1
2014-06-12,627.9098,-1
2014-06-13,581.8033,-1
2014-06-14,597.4267,1
2014-06-15,571.6902,-1
2014-06-16,591.9718,1
2014-06-17,588.06,-1
2014-06-18,607.3427,1
2014-06-19,604.8752,-1
2014-06-20,592.2648,-1
2014-06-21,588.5215,-1
2014-06-22,591.0298,1
2014-06-23,598.8765,1
2014-06-24,587.4598,-1
2014-06-25,575.0667,-1
2014-06-26,562.1263,-1
2014-06-27,579.3842,1
2014-06-28,600.8645,1
2014-06-29,591.994,-1
2014-06-30,598.6032,1
2014-07-01,639.3623,1
2014-07-02,635.5905,-1
2014-07-03,647.34,1
2014-07-04,640.6879,-1
2014-07-05,626.9575,-1
2014-07-06,628.3313,1
2014-07-07,631.7065,1
2014-07-08,617.9918,-1
2014-07-09,620.2193,1
2014-07-10,620.5496,1
2014-07-11,615.1129,-1
2014-07-12,631.1804,1
2014-07-13,634.4775,1
2014-07-14,627.5759,-1
2014-07-15,618.3798,-1
2014-07-16,619.3558,1
2014-07-17,615.2039,-1
2014-07-18,622.6234,1
2014-07-19,628.2156,1
2014-07-20,625.8011,-1
2014-07-21,621.3725,-1
2014-07-22,620.0103,-1
2014-07-23,618.8076,-1
2014-07-24,617.9274,-1
2014-07-25,600.0065,-1
2014-07-26,599.928,-1
2014-07-27,593.8526,-1
2014-07-28,590.9454,-1
2014-07-29,584.6931,-1
2014-07-30,582.2034,-1
2014-07-31,564.37,-1
2014-08-01,581.3501,1
2014-08-02,595.0845,1
2014-08-03,587.2878,-1
2014-08-04,585.5078,-1
2014-08-05,586.7639,1
2014-08-06,583.1125,-1
2014-08-07,583.0355,-1
2014-08-08,587.3971,1
2014-08-09,590.5324,1
2014-08-10,588.095,-1
2014-08-11,589.45,1
2014-08-12,573.3066,-1
2014-08-13,568.2099,-1
2014-08-14,544.5681,-1
2014-08-15,508.5536,-1
2014-08-16,496.6164,-1
2014-08-17,519.8314,1
2014-08-18,492.9513,-1
2014-08-19,460.6719,-1
2014-08-20,486.736,1
2014-08-21,511.9259,1
2014-08-22,516.1605,1
2014-08-23,513.9419,-1
2014-08-24,497.2185,-1
2014-08-25,508.5735,1
2014-08-26,501.6296,-1
2014-08-27,513.4704,1
2014-08-28,510.43,-1
2014-08-29,507.0154,-1
2014-08-30,508.4224,1
2014-08-31,501.2031,-1
2014-09-01,478.0734,-1
2014-09-02,474.1346,-1
2014-09-03,475.3181,1
2014-09-04,474.537,-1
2014-09-05,489.0865,1
2014-09-06,480.501,-1
2014-09-07,482.2371,1
2014-09-08,479.4833,-1
2014-09-09,472.1479,-1
2014-09-10,471.5576,-1
2014-09-11,477.5273,1
2014-09-12,476.3349,-1
2014-09-13,473.8254,-1
2014-09-14,477.0861,1
2014-09-15,474.715,-1
2014-09-16,471.3586,-1
2014-09-17,463.7388,-1
2014-09-18,454.9143,-1
2014-09-19,421.4594,-1
2014-09-20,391.9439,-1
2014-09-21,406.8248,1
2014-09-22,396.567,-1
2014-09-23,398.8854,1
2014-09-24,435.3779,1
2014-09-25,422.2984,-1
2014-09-26,408.7985,-1
2014-09-27,401.9203,-1
2014-09-28,398.3571,-1
2014-09-29,376.1983,-1
2014-09-30,374.7344,-1
2014-10-01,386.2687,1
2014-10-02,381.3324,-1
2014-10-03,371.9859,-1
2014-10-04,356.5566,-1
2014-10-05,325.4921,-1
2014-10-06,319.6406,-1
2014-10-07,328.4594,1
2014-10-08,334.0911,1
2014-10-09,352.7889,1
2014-10-10,363.7751,1
2014-10-11,358.6859,-1
2014-10-12,359.2029,1
2014-10-13,376.1891,1
2014-10-14,388.377,1
2014-10-15,398.7068,1
2014-10-16,391.8433,-1
2014-10-17,380.0801,-1
2014-10-18,380.4216,1
2014-10-19,388.9618,1
2014-10-20,386.5889,-1
2014-10-21,379.3713,-1
2014-10-22,382.377,1
2014-10-23,379.0963,-1
2014-10-24,355.8614,-1
2014-10-25,355.1695,-1
2014-10-26,346.1126,-1
2014-10-27,351.5414,1
2014-10-28,348.9613,-1
2014-10-29,351.8971,1
2014-10-30,333.3788,-1
2014-10-31,343.7828,1
2014-11-01,336.7995,-1
2014-11-02,325.3865,-1
2014-11-03,323.7426,-1
2014-11-04,324.2303,1
2014-11-05,328.2833,1
2014-11-06,337.139,1
2014-11-07,348.235,1
2014-11-08,341.0795,-1
2014-11-09,344.034,1
2014-11-10,363.3062,1
2014-11-11,365.2897,1
2014-11-12,366.9933,1
2014-11-13,427.2403,1
2014-11-14,417.1528,-1
2014-11-15,398.4273,-1
2014-11-16,375.1288,-1
2014-11-17,388.5542,1
2014-11-18,385.8593,-1
2014-11-19,372.377,-1
2014-11-20,377.2368,1
2014-11-21,356.1388,-1
2014-11-22,348.8617,-1
2014-11-23,352.0417,1
2014-11-24,366.7687,1
2014-11-25,375.2355,1
2014-11-26,375.7174,1
2014-11-27,368.5104,-1
2014-11-28,369.1426,1
2014-11-29,375.8489,1
2014-11-30,375.2228,-1
2014-12-01,377.0901,1
2014-12-02,378.6444,1
2014-12-03,381.5364,1
2014-12-04,374.9728,-1
2014-12-05,369.155,-1
2014-12-06,376.0361,1
2014-12-07,374.0196,-1
2014-12-08,374.2558,1
2014-12-09,360.9419,-1
2014-12-10,351.2694,-1
2014-12-11,344.6171,-1
2014-12-12,347.1331,1
2014-12-13,350.9412,1
2014-12-14,347.4713,-1
2014-12-15,351.1439,1
2014-12-16,345.0961,-1
2014-12-17,326.0815,-1
2014-12-18,319.1713,-1
2014-12-19,310.7458,-1
2014-12-20,317.006,1
2014-12-21,329.5742,1
2014-12-22,319.2411,-1
2014-12-23,330.6709,1
2014-12-24,334.0467,1
2014-12-25,321.8843,-1
2014-12-26,318.6118,-1
2014-12-27,327.1582,1
2014-12-28,315.167,-1
2014-12-29,316.7959,1
2014-12-30,312.4412,-1
2014-12-31,309.8708,-1
2015-01-01,319.6958,1
2015-01-02,313.9247,-1
2015-01-03,314.5916,1
2015-01-04,279.8507,-1
2015-01-05,263.6343,-1
2015-01-06,272.9486,1
2015-01-07,285.5759,1
2015-01-08,294.8778,1
2015-01-09,283.2513,-1
2015-01-10,288.8441,1
2015-01-11,274.0668,-1
2015-01-12,265.3692,-1
2015-01-13,267.0873,1
2015-01-14,226.9823,-1
2015-01-15,177.2795,-1
2015-01-16,210.4636,1
2015-01-17,207.2243,-1
2015-01-18,199.625,-1
2015-01-19,209.932,1
2015-01-20,213.9783,1
2015-01-21,210.4817,-1
2015-01-22,225.9816,1
2015-01-23,232.6616,1
2015-01-24,232.9673,1
2015-01-25,247.9855,1
2015-01-26,254.5073,1
2015-01-27,271.9491,1
2015-01-28,262.0605,-1
2015-01-29,233.2087,-1
2015-01-30,232.4048,-1
2015-01-31,226.5033,-1
2015-02-01,216.9137,-1
2015-02-02,226.3959,1
2015-02-03,237.5409,1
2015-02-04,226.9566,-1
2015-02-05,226.7291,-1
2015-02-06,216.7714,-1
2015-02-07,222.4823,1
2015-02-08,227.3275,1
2015-02-09,222.8677,-1
2015-02-10,220.1743,-1
2015-02-11,220.0829,-1
2015-02-12,219.4922,-1
2015-02-13,221.8513,1
2015-02-14,235.7869,1
2015-02-15,257.4741,1
2015-02-16,234.3292,-1
2015-02-17,233.5618,-1
2015-02-18,243.5983,1
2015-02-19,236.2137,-1
2015-02-20,239.835,1
2015-02-21,243.7756,1
2015-02-22,244.2557,1
2015-02-23,235.5299,-1
2015-02-24,238.0845,1
2015-02-25,238.7601,1
2015-02-26,237.2513,-1
2015-02-27,236.0951,-1
2015-02-28,252.5111,1
2015-03-01,253.5283,1
2015-03-02,258.7425,1
2015-03-03,271.3525,1
2015-03-04,281.4497,1
2015-03-05,271.9222,-1
2015-03-06,274.865,1
2015-03-07,272.2111,-1
2015-03-08,275.8898,1
2015-03-09,274.4754,-1
2015-03-10,288.5161,1
2015-03-11,290.512,1
2015-03-12,295.8301,1
2015-03-13,293.8671,-1
2015-03-14,284.2838,-1
2015-03-15,281.3615,-1
2015-03-16,285.3415,1
2015-03-17,290.3763,1
2015-03-18,284.4553,-1
2015-03-19,255.3662,-1
2015-03-20,259.7404,1
2015-03-21,260.838,1
2015-03-22,259.6162,-1
2015-03-23,267.7968,1
2015-03-24,265.9432,-1
2015-03-25,245.4422,-1
2015-03-26,246.1339,1
2015-03-27,247.648,1
2015-03-28,246.5814,-1
2015-03-29,252.252,1
2015-03-30,242.0165,-1
2015-03-31,246.852,1
2015-04-01,243.3894,-1
2015-04-02,246.5548,1
2015-04-03,252.2566,1
2015-04-04,253.5439,1
2015-04-05,253.1206,-1
2015-04-06,259.9451,1
2015-04-07,254.5187,-1
2015-04-08,252.7965,-1
2015-04-09,244.3604,-1
2015-04-10,243.2604,-1
2015-04-11,235.2201,-1
2015-04-12,236.117,1
2015-04-13,235.6352,-1
2015-04-14,223.4056,-1
2015-04-15,218.2741,-1
2015-04-16,223.5659,1
2015-04-17,228.107,1
2015-04-18,222.2325,-1
2015-04-19,222.843,1
2015-04-20,221.6913,-1
2015-04-21,224.3076,1
2015-04-22,235.815,1
2015-04-23,233.923,-1
2015-04-24,235.5616,1
2015-04-25,230.786,-1
2015-04-26,225.8529,-1
2015-04-27,218.815,-1
2015-04-28,228.4994,1
2015-04-29,225.6763,-1
2015-04-30,225.9764,1
2015-05-01,236.5704,1
2015-05-02,232.1241,-1
2015-05-03,234.9045,1
2015-05-04,240.1203,1
2015-05-05,238.7688,-1
2015-05-06,236.5532,-1
2015-05-07,230.0478,-1
2015-05-08,237.7829,1
2015-05-09,243.3946,1
2015-05-10,240.4825,-1
2015-05-11,239.6312,-1
2015-05-12,241.8539,1
2015-05-13,240.99,-1
2015-05-14,235.7981,-1
2015-05-15,236.739,1
2015-05-16,237.3101,1
2015-05-17,235.7265,-1
2015-05-18,236.0996,1
2015-05-19,232.8655,-1
2015-05-20,231.9434,-1
2015-05-21,234.2455,1
2015-05-22,235.3048,1
2015-05-23,240.519,1
2015-05-24,239.0331,-1
2015-05-25,241.1864,1
2015-05-26,237.4879,-1
2015-05-27,237.3271,-1
2015-05-28,237.1847,-1
2015-05-29,237.4716,1
2015-05-30,237.1049,-1
2015-05-31,233.2939,-1
2015-06-01,229.9992,-1
2015-06-02,223.3086,-1
2015-06-03,225.7461,1
2015-06-04,225.6452,-1
2015-06-05,224.371,-1
2015-06-06,225.0357,1
2015-06-07,225.6791,1
2015-06-08,223.3896,-1
2015-06-09,228.6452,1
2015-06-10,229.3327,1
2015-06-11,228.9521,-1
2015-06-12,230.0189,1
2015-06-13,230.2041,1
2015-06-14,232.7533,1
2015-06-15,233.8536,1
2015-06-16,237.3096,1
2015-06-17,250.8977,1
2015-06-18,249.1681,-1
2015-06-19,248.8732,-1
2015-06-20,243.547,-1
2015-06-21,245.2612,1
2015-06-22,244.01,-1
2015-06-23,246.77,1
2015-06-24,243.9862,-1
2015-06-25,240.2155,-1
2015-06-26,242.422,1
2015-06-27,242.6424,1
2015-06-28,250.7066,1
2015-06-29,248.0673,-1
2015-06-30,256.4875,1
2015-07-01,262.4843,1
2015-07-02,257.6604,-1
2015-07-03,254.3505,-1
2015-07-04,255.5961,1
2015-07-05,260.3488,1
2015-07-06,271.0153,1
2015-07-07,268.4935,-1
2015-07-08,264.9566,-1
2015-07-09,269.6459,1
2015-07-10,268.1134,-1
2015-07-11,283.881,1
2015-07-12,291.6873,1
2015-07-13,309.9778,1
2015-07-14,290.8811,-1
2015-07-15,286.1856,-1
2015-07-16,283.8231,-1
2015-07-17,277.8273,-1
2015-07-18,278.4883,1
2015-07-19,274.4938,-1
2015-07-20,272.4889,-1
2015-07-21,278.4139,1
2015-07-22,275.0995,-1
2015-07-23,276.6174,1
2015-07-24,275.6266,-1
2015-07-25,287.9738,1
2015-07-26,288.1343,1
2015-07-27,291.6372,1
2015-07-28,292.7306,1
2015-07-29,293.7851,1
2015-07-30,288.7681,-1
2015-07-31,287.2898,-1
2015-08-01,283.9417,-1
2015-08-02,280.0371,-1
2015-08-03,281.65,1
2015-08-04,280.4796,-1
2015-08-05,284.5033,1
2015-08-06,281.3783,-1
2015-08-07,278.2516,-1
2015-08-08,279.0303,1
2015-08-09,260.2,-1
2015-08-10,264.4388,1
2015-08-11,263.7615,-1
2015-08-12,270.9167,1
2015-08-13,265.6418,-1
2015-08-14,263.3371,-1
2015-08-15,264.8686,1
2015-08-16,260.7343,-1
2015-08-17,257.6735,-1
2015-08-18,256.984,-1
2015-08-19,219.0045,-1
2015-08-20,225.3944,1
2015-08-21,234.6873,1
2015-08-22,231.9406,-1
2015-08-23,229.7444,-1
2015-08-24,227.589,-1
2015-08-25,209.1322,-1
2015-08-26,221.7118,1
2015-08-27,225.3798,1
2015-08-28,224.261,-1
2015-08-29,230.9825,1
2015-08-30,229.7562,-1
2015-08-31,228.6088,-1
2015-09-01,230.0173,1
2015-09-02,227.3469,-1
2015-09-03,228.8551,1
2015-09-04,226.765,-1
2015-09-05,230.0851,1
2015-09-06,234.6771,1
2015-09-07,239.4383,1
2015-09-08,240.0202,1
2015-09-09,243.5473,1
2015-09-10,238.2916,-1
2015-09-11,238.5896,1
2015-09-12,240.0838,1
2015-09-13,234.8185,-1
2015-09-14,230.328,-1
2015-09-15,230.2406,-1
2015-09-16,229.9241,-1
2015-09-17,228.7976,-1
2015-09-18,232.7924,1
2015-09-19,232.7167,-1
2015-09-20,231.2382,-1
2015-09-21,230.8605,-1
2015-09-22,226.6056,-1
2015-09-23,230.5237,1
2015-09-24,229.9556,-1
2015-09-25,234.2833,1
2015-09-26,234.8379,1
2015-09-27,234.2083,-1
2015-09-28,232.8486,-1
2015-09-29,239.3428,1
2015-09-30,236.6214,-1
2015-10-01,236.2455,-1
2015-10-02,237.5698,1
2015-10-03,237.4021,-1
2015-10-04,239.0891,1
2015-10-05,238.6874,-1
2015-10-06,240.5872,1
2015-10-07,246.4218,1
2015-10-08,243.2664,-1
2015-10-09,242.6905,-1
2015-10-10,244.3213,1
2015-10-11,245.3313,1
2015-10-12,247.5253,1
2015-10-13,245.5856,-1
2015-10-14,249.9352,1
2015-10-15,252.5949,1
2015-10-16,254.8133,1
2015-10-17,262.9353,1
2015-10-18,271.2039,1
2015-10-19,262.9003,-1
2015-10-20,264.4158,1
2015-10-21,270.2188,1
2015-10-22,267.3272,-1
2015-10-23,274.4108,1
2015-10-24,277.4554,1
2015-10-25,282.6605,1
2015-10-26,283.0717,1
2015-10-27,286.1325,1
2015-10-28,294.3998,1
2015-10-29,303.8866,1
2015-10-30,313.5861,1
2015-10-31,326.0045,1
2015-11-01,312.4321,-1
2015-11-02,325.082,1
2015-11-03,359.3523,1
2015-11-04,400.7063,1
2015-11-05,408.7414,1
2015-11-06,387.51,-1
2015-11-07,374.95,-1
2015-11-08,384.8,1
2015-11-09,373.487,-1
2015-11-10,380.043,1
2015-11-11,337.932,-1
2015-11-12,312.578,-1
2015-11-13,336.856,1
2015-11-14,337.292,1
2015-11-15,333.553,-1
2015-11-16,319.9283,-1
2015-11-17,331.59,1
2015-11-18,335.77,1
2015-11-19,334.973,-1
2015-11-20,326.315,-1
2015-11-21,321.988,-1
2015-11-22,327.174,1
2015-11-23,324.344,-1
2015-11-24,323.257,-1
2015-11-25,320.161,-1
2015-11-26,328.983,1
2015-11-27,353.304,1
2015-11-28,358.185,1
2015-11-29,357.663,-1
2015-11-30,371.864,1
2015-12-01,376.907,1
2015-12-02,362.729,-1
2015-12-03,359.43,-1
2015-12-04,361.308,1
2015-12-05,363.4825,1
2015-12-06,388.861,1
2015-12-07,388.458,-1
2015-12-08,395.865,1
2015-12-09,418.136,1
2015-12-10,418.036,-1
2015-12-11,415.252,-1
2015-12-12,453.9,1
2015-12-13,435.897,-1
2015-12-14,433.537,-1
2015-12-15,443.839,1
2015-12-16,465.502,1
2015-12-17,455.375,-1
2015-12-18,455.987,1
2015-12-19,463.844,1
2015-12-20,462.226,-1
2015-12-21,442.496,-1
2015-12-22,437.761,-1
2015-12-23,435.5,-1
